Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella;Unassigned	18	50	10	26	4	24	29	35	0	35	23	49	25	12	43	12	20	39
Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;SM2D12;Incertae_Sedis;Unassigned	8	5	41	4	6	2	20	16	10	27	9	0	1	11	17	8	13	8
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Unassigned	16	20	15	33	41	10	14	11	0	0	11	14	6	0	7	8	14	17
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Tahibacter;Unassigned	9	4	22	17	18	18	13	8	6	11	11	18	5	22	16	7	12	14
Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium;Unassigned	33	0	65	0	0	0	0	0	16	0	17	35	0	0	0	0	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methyloligellaceae;Incertae_Sedis;Unassigned	0	20	9	18	0	0	22	16	0	0	0	0	14	14	1	15	0	25
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Chthonobacter;Unassigned	4	0	11	6	21	8	0	9	6	4	0	4	14	16	20	13	8	16
Bacteria;Myxococcota;Polyangiia;Polyangiales;Phaselicystaceae;Phaselicystis;Unassigned	11	1	0	16	20	19	17	1	10	1	0	0	25	6	14	12	13	22
Bacteria;Actinomycetota;Actinobacteria;Glycomycetales;Glycomycetaceae;Glycomyces;Unassigned	14	23	0	4	3	18	5	6	13	0	0	5	8	8	8	18	10	4
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;Unassigned	26	22	9	11	5	5	73	24	31	29	33	45	7	20	31	47	19	18
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Unassigned;Unassigned	18	6	0	11	3	7	37	35	27	39	16	22	29	20	38	17	24	20
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Unassigned;Unassigned	21	0	8	20	32	26	23	0	19	18	18	21	12	13	31	24	18	15
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Unassigned	0	0	13	7	8	0	0	15	0	38	25	10	0	6	10	22	4	17
Bacteria;Actinomycetota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Incertae_Sedis;Unassigned	0	7	0	7	8	7	16	0	5	14	3	8	11	13	9	12	12	8
Bacteria;Pseudomonadota;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Incertae_Sedis;Unassigned	12	11	0	0	12	13	9	8	19	12	14	15	0	0	0	14	6	3
