Feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
PWY-5182	4078.40984130891	0.0811645900144941	0.107557153019739	0.56941955848788	0.752232536138264	0.835843693623159	Not Significant
PWY-5183	494.054642285492	0.0851055438639883	0.260228451077978	3.0556420035266	0.217008012586134	0.3282449343648	Not Significant
PWY-5188	19031.9010970652	-0.00111483265232603	0.00787063211342997	1.6241477650635	0.44393643885407	0.565404389550298	Not Significant
PWY-5189	18458.9299986516	0.0104423943749943	0.0092093168363306	4.5380881878161	0.103410984041544	0.190724975284168	Not Significant
PWY-5198	1600.45072485309	2.78370552332545	0.334097730443913	65.3814599672196	6.34740717930852e-15	2.72969137685497e-13	Up
PWY-5304	3879.46614524381	-0.227182222865187	0.13513535818136	3.87440971939498	0.144106184368533	0.233798830241064	Not Significant
PWY-5345	17612.5024544421	-0.0351695253099417	0.0137909711731611	11.0430737813238	0.0039996961203448	0.0131418586811329	Not Significant
PWY-5347	12702.9165735082	0.119033149906239	0.0536203666957304	5.18104798232571	0.0749807405444905	0.148068028044928	Not Significant
PWY-5384	6674.53866259749	-0.320699195466326	0.112885631094949	8.57721205976907	0.0137240428752346	0.0386050414691851	Not Significant
PWY-5392	185.953779139679	-0.153753014734536	0.66162827867192	0.126259721828376	0.938821549548031	0.953452534735792	Not Significant
PWY-5415	3742.19538439408	0.0416630070924792	0.122081178756115	0.144762877095332	0.93017602314311	0.949605287334089	Not Significant
PWY-5417	1753.20002858169	-0.0094714374797406	0.12396422403012	2.65140259809039	0.265616617075883	0.38246766712149	Not Significant
PWY-5419	1779.18657156814	0.133155700193505	0.171842958571051	0.600489535241024	0.740636914558449	0.829768004562618	Not Significant
PWY-5420	2280.25907191547	0.112173663318213	0.153065130336727	0.541370951140436	0.762856395648848	0.84078941419724	Not Significant
PWY-5430	496.488781093891	0.200935660631968	0.240708183745505	3.1343234610996	0.208636509418166	0.318659668681652	Not Significant
PWY-5431	1753.20002858169	-0.0094714374797406	0.12396422403012	2.65140259809039	0.265616617075883	0.38246766712149	Not Significant
PWY-5484	18671.9359434636	0.0135606515001778	0.0151783240620847	8.89090743799096	0.0117317818909073	0.0339787164395908	Not Significant
PWY-5505	8362.97633766904	0.340049848385251	0.0682019718507894	24.8156527291316	4.08648093825647e-06	3.32877926428808e-05	Not Significant
PWY-5507	330.190976059453	0.816360481319559	0.471320097754492	5.38471272304008	0.0677211756427565	0.139363050927988	Not Significant
PWY-5509	9238.89625281434	-0.216480516875742	0.0497109397448811	24.7035297962062	4.32211843210063e-06	3.44887409581907e-05	Not Significant
PWY-5529	2678.12616262616	0.660959149163909	0.142838290138602	29.6731112904259	3.60218283852801e-07	3.35346069015346e-06	Not Significant
PWY-5531	2749.83943244538	0.577104485347476	0.201248368655885	12.0109294888296	0.00246524337424783	0.00887494388821678	Not Significant
PWY-5647	971.558218957941	0.128095961217227	0.153381979606183	0.71533250421632	0.699306428109938	0.794851201717982	Not Significant
PWY-5651	3287.65149627584	0.100106778728809	0.152135972975322	0.558121193433806	0.756494060769671	0.837929682042327	Not Significant
PWY-5654	904.171806126812	0.113026372194512	0.16327972237715	0.49653553847304	0.780151014865361	0.849690938195978	Not Significant
PWY-5655	1737.36373939273	0.111509320437072	0.132093245687416	0.72965985754297	0.694314723795343	0.791478300303146	Not Significant
PWY-5656	155.19554441818	0.459686612069886	0.30992308238072	3.05174939290302	0.217430787725021	0.3282449343648	Not Significant
PWY-5659	20473.8704599289	0.00571209880156945	0.0132978442148604	1.98861286977254	0.369979960771994	0.498835050558102	Not Significant
PWY-5667	24318.0809829126	-0.0896404709204464	0.0252416558809349	13.3636307664398	0.00125350032233257	0.00490118626032034	Not Significant
PWY-5676	3288.01492971685	0.000234807292094327	0.100012807668256	9.10239546486628	0.0105545552770694	0.0317448547179549	Not Significant
PWY-5677	123.199731155753	0.626956106288694	0.620929719126812	1.07748381787522	0.583481864120353	0.704140150836599	Not Significant
PWY-5686	20172.4110654802	-0.00373393914241935	0.00899849637272038	0.333428827785468	0.846441308701222	0.884788178369258	Not Significant
PWY-5695	28989.6005206076	-0.0683663555725452	0.0201600149593396	18.3482922068476	0.000103685725568462	0.00060509132383983	Not Significant
PWY-5705	2308.37628603762	-0.0375187109311199	0.0893499230150367	12.5173584078936	0.00191377183035797	0.00724187963885843	Not Significant
PWY-5741	1752.63487564458	-0.0748495816911405	0.136138047859992	4.49629852953001	0.105594471239725	0.192931954461367	Not Significant
PWY-5747	5067.20059552091	0.0524009738754574	0.0719997352457183	0.532968299022912	0.766068146184337	0.841383834713696	Not Significant
PWY-5837	2823.90229209445	0.954147951321753	0.110537493419952	86.4532530564538	1.68622151968057e-19	8.2414076774388e-18	Not Significant
PWY-5838	5541.47111822522	0.688123714595196	0.0712141478563014	112.626814863171	3.49460340144509e-25	4.60722599813479e-23	Not Significant
PWY-5840	5428.06239430016	0.691684013737429	0.0706225533254547	115.294024271968	9.20917511192117e-26	3.60078746876118e-23	Not Significant
