function	description	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
K02429	fucP; MFS transporter, FHS family, L-fucose permease	3503.9	2463.0	5224.3600000000015	4714.0	4635.3	4969.64	1766.9	3050.8	5025.54	3487.29	2614.2	2932.0	4053.66	5399.7	3097.0	3678.3	3723.04	3546.94
K02430	fucR; DeoR family transcriptional regulator, L-fucose operon activator	0.0	0.0	0.6	0.0	0.5	0.3	0.4	0.8	0.0	0.0	1.2	6.5	0.0	1.2	0.0	0.4	0.0	0.0
K02431	fucU, FUOM; L-fucose mutarotase [EC:5.1.3.29]	2131.34	1952.5	3611.76	3612.83	4553.34	3363.640000000001	1385.57	2144.3	2154.68	2045.31	2615.2000000000007	2030.84	2123.5	3372.04	2174.16	2689.95	3403.98	2482.34
K02433	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	35691.24	36065.32	42606.06	42318.47999999999	42643.34	40256.04	26921.29	31699.01	33839.509999999995	28242.370000000006	32735.29	32335.96	39422.65	43280.26999999998	38027.74	40837.91	42559.84	38552.27
K02434	gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	14669.9	15692.66	16572.4	17116.15	16683.68	16922.87	12248.62	14084.68	15463.89	12394.86	13984.12	14984.46	17386.989999999998	18616.09	17114.75	17488.37	17813.53	16267.12
K02435	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	14642.9	15709.66	16541.4	17099.15	16679.68	16922.87	12222.62	14084.68	15436.89	12354.86	13977.12	14975.46	17392.989999999998	18616.09	17074.75	17467.37	17795.53	16265.12
K02436	gatR; DeoR family transcriptional regulator, galactitol utilization operon repressor	0.0	0.0	0.6	0.0	0.5	0.3	0.4	0.8	0.0	0.0	1.2	0.0	0.0	1.2	0.0	0.4	0.0	0.0
K02437	gcvH, GCSH; glycine cleavage system H protein	16900.700000000004	18440.660000000003	20970.45	19977.0	20311.53	19569.67	13230.77	16681.23	18502.120000000006	14820.79	16111.22	17070.960000000006	20162.24	21678.04	19378.17	19895.0	21392.43	18864.820000000003
K02438	glgX; glycogen debranching enzyme [EC:3.2.1.196]	16404.67	19105.660000000003	19704.1	18583.0	18261.33	18533.96	12787.41	15539.3	17853.04	13993.84	15242.87	14862.17	19930.67	20575.87	18918.51	20834.3	19715.18	18064.94
K02439	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]	53.0	44.0	36.35	38.1	149.75	50.3	132.9	265.3	67.5	344.33	111.65	347.0	19.75	21.2	53.25	33.2	157.75	60.25
K02440	GLPF; glycerol uptake facilitator protein	4891.75	8319.5	5696.9	5858.3	3783.46	5022.950000000002	4209.690000000001	6261.65	8610.48	6052.08	5487.7	5598.3	8362.5	7992.45	7170.17	9294.83	8252.1	6149.0
K02441	glpG; GlpG protein	136.7	121.0	158.65	107.1	331.15	129.8	257.4	497.3	283.43	444.73	222.15	534.0	203.75	235.2	220.92	153.23000000000005	292.35	173.05
K02442	glpM; membrane protein GlpM	51.5	52.0	61.0	43.0	75.0	43.0	0.0	16.0	38.0	26.0	34.0	67.5	39.0	45.0	38.0	37.0	58.0	0.0
K02443	glpP; glycerol uptake operon antiterminator	236.0	369.0	354.2	648.5	118.6	323.32	666.8700000000001	487.4	404.0	393.64	203.2	808.1	111.0	75.2	183.0	142.60000000000005	138.0	167.6
K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	5888.92	4895.25	6568.18	6589.76	9440.92	7356.22	3816.57	5174.8	4597.49	4701.08	5281.4	5360.42	5421.0	6599.87	5607.58	5674.0999999999985	6723.49	5990.29
K02445	glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter	107.0	59.33	89.19999999999997	82.67	90.1	107.43	201.27	190.4	157.67000000000004	399.5	132.4	431.77	50.67	67.2	111.67	83.07000000000002	160.0	68.60000000000001
K02446	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]	4158.08	7107.0	5371.3899999999985	5784.0	3289.76	4404.37	4235.35	5826.450000000002	6108.88	4266.719999999998	4724.9	5211.43	6959.41	6208.82	6215.33	6701.09	6479.25	5728.16
K02448	norD; nitric oxide reductase NorD protein	862.0	965.0	1489.0	1326.0	1696.0	1390.0	703.0	1058.0	987.0	742.0	1183.0	866.0	905.0	1170.0	1030.0	980.0	1395.0	1176.0
K02450	gspA; general secretion pathway protein A	5875.12	4130.5	5394.06	6309.75	7618.57	6753.89	3226.57	3295.8	4554.3600000000015	3751.15	4246.95	4119.67	5490.33	6924.37	5035.33	5406.75	5680.76	5398.39
K02451	gspB; general secretion pathway protein B	5640.12	3862.5	5144.46	6049.75	7359.07	6535.09	2904.17	3089.0	4244.3600000000015	3569.15	3957.75	3689.67	5268.33	6676.67	4720.33	5016.3499999999985	5494.76	5071.39
K02452	gspC; general secretion pathway protein C	6948.87	5073.33	6407.31	7407.1	8711.82	8172.97	4108.74	4227.3	5558.48	4961.4	5046.65	5172.84	6418.75	7812.37	6105.25	6273.22	6654.51	6288.160000000002
K02453	gspD; general secretion pathway protein D	16263.46	12171.83	16709.56	19725.450000000004	21616.16	22186.87	8405.480000000001	8861.1	14160.750000000002	11103.48	11560.3	12668.68	15701.74	20177.91	14166.58	14672.55	16128.0	14209.76
K02454	gspE; general secretion pathway protein E	22264.660000000003	16195.16	22434.44	26118.22	30098.31	29267.369999999995	11320.65	12440.1	18817.520000000004	15167.38	15738.749999999998	16836.850000000002	21282.49	26742.91	19169.17	19544.050000000007	21927.52	19566.980000000003
K02455	gspF; general secretion pathway protein F	15281.79	11437.83	15805.8	18168.45	20328.99	20251.73	7973.41	8446.3	12967.74	10414.98	10815.1	11652.01	14476.41	18271.04	13228.75	13531.5	14891.34	13475.420000000002
K02456	gspG; general secretion pathway protein G	21907.63	15824.16	22050.95	27051.320000000003	29460.33	30264.41	10556.42	10813.3	18876.100000000006	14523.98	14689.5	16306.02	21142.07	27173.38	18051.08	18967.07	21263.33	18164.270000000004
K02457	gspH; general secretion pathway protein H	7801.62	5848.83	8093.81	8672.85	10550.32	9406.22	4834.24	5307.8	6639.23	5880.15	6318.9	6428.84	7325.75	8975.869999999999	7357.25	7293.219999999998	7994.51	7618.410000000002
K02458	gspI; general secretion pathway protein I	8515.12	6025.83	8868.810000000001	9590.85	11859.32	9968.22	4779.74	5194.8	7102.230000000001	6290.15	6467.4	6353.34	7858.75	9669.37	7483.75	7673.219999999998	8619.51	7987.910000000002
K02459	gspJ; general secretion pathway protein J	7938.12	5954.83	7917.81	8655.85	10503.32	9802.22	4851.74	5407.3	6786.23	6210.15	6345.4	6371.34	7619.75	9134.37	7574.25	7503.219999999998	8190.51	7909.910000000002
K02460	gspK; general secretion pathway protein K	7982.12	6008.83	8302.810000000001	8859.85	10710.32	9628.22	5004.74	5528.8	6823.23	6099.15	6480.4	6670.34	7531.75	9174.37	7657.75	7554.219999999998	8170.51	7885.910000000002
K02461	gspL; general secretion pathway protein L	8430.62	6561.83	8616.810000000001	9179.85	10950.32	10504.22	5263.24	5787.8	7099.230000000001	6272.15	6752.9000000000015	6699.84	7920.75	9469.87	8122.25	7949.219999999998	8432.51	8291.410000000002
K02462	gspM; general secretion pathway protein M	6566.62	4571.83	6728.21	7459.85	9592.82	8066.92	3455.84	4109.5	5503.23	4665.15	4952.700000000002	4671.84	6231.75	7701.67	5748.75	5923.82	6718.51	6081.410000000002
K02463	gspN; general secretion pathway protein N	6142.62	4203.5	6054.46	6815.08	8844.57	7569.59	3080.67	3543.0	4898.06	4282.15	4413.25	4254.67	5822.33	7220.67	5177.33	5465.3499999999985	6122.76	5505.160000000002
K02464	gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	0.0	0.0	0.6	0.0	0.5	0.3	0.4	0.8	0.0	0.0	1.2	0.0	0.0	1.2	0.0	0.4	0.0	0.0
K02465	gspS; general secretion pathway protein S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0
K02466	gutM; glucitol operon activator protein	44.0	52.0	19.6	51.0	60.5	98.3	13.4	20.8	38.0	22.83	34.2	32.5	52.0	48.2	36.0	42.4	37.0	22.0
K02467	gutQ; arabinose 5-phosphate isomerase [EC:5.3.1.13]	0.0	0.0	0.6	0.0	0.5	0.3	0.4	0.8	0.0	1.83	1.2	6.5	0.0	1.2	0.0	0.4	0.0	0.0
K02468	srlR, gutR; DeoR family transcriptional regulator, glucitol operon repressor	0.0	0.0	0.6	0.0	0.5	0.3	0.4	0.8	0.0	1.83	1.2	6.5	0.0	1.2	0.0	0.4	0.0	0.0
K02469	gyrA; DNA gyrase subunit A [EC:5.99.1.3]	19206.2	23023.820000000003	23270.37	22452.57	21222.28	22597.83	16993.769999999997	21044.56	23166.79	17432.960000000006	19689.74	20572.12	25548.490000000005	26767.54	24303.090000000004	24999.15	25848.69000000001	23001.570000000003
K02470	gyrB; DNA gyrase subunit B [EC:5.99.1.3]	19385.7	23537.490000000005	23460.37	22934.07	21439.78	22759.5	16133.44	20665.23	22638.79	17389.710000000006	19104.57	19760.130000000005	25075.160000000003	26211.04	23883.090000000004	24909.07	25707.020000000004	22935.070000000003
K02471	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	5520.5	4605.33	7275.6	6775.03	7552.0	6812.46	4762.23	4569.63	5052.9	4364.0	5192.24	5526.65	5610.16	6728.7	5758.0	5355.53	6277.34	5385.37
K02472	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	1076.0	1436.25	1766.27	1929.3	1570.5	1537.8	1172.65	1140.85	1306.0	1034.33	1240.45	1595.75	1055.75	1244.45	1086.5	1152.65	1320.5	1228.5
K02473	wbpP; UDP-N-acetylglucosamine 4-epimerase [EC:5.1.3.7]	2680.67	1714.0	3359.66	3018.0	4058.67	3117.34	1440.67	2621.0	3193.01	2269.0	1789.0	1845.17	3490.33	4461.67	2422.83	2289.65	3083.66	3016.34
K02474	wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]	7700.87	5712.0	8904.96	8206.5	10275.57	8754.34	4538.67	5476.0	7214.1100000000015	5802.9	5656.0	5664.17	7806.33	9561.17	7280.33	7174.3499999999985	7495.76	7777.64
K02475	K02475; two-component system, CitB family, response regulator	436.25	1153.0	661.3	536.8	306.8	601.15	380.85	529.35	611.15	508.75	495.0	406.3	638.5	677.75	633.0	772.85	1291.25	602.0
K02476	K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]	1414.75	2789.5	1848.3	1358.8	950.13	1563.65	1135.35	1692.85	2417.65	1718.75	1590.0	1476.3	2265.5	2081.25	2072.5	2657.85	2486.09	1718.0
K02477	K02477; two-component system, LytTR family, response regulator	12038.84	8018.0	16359.92	14885.0	17145.84	14299.85	5591.41	8326.1	13799.87	10468.090000000002	7928.4	7248.34	12318.06	15748.24	9856.66	10765.6	12124.169999999998	11364.03
K02478	K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]	4057.75	7722.0	6082.12	6074.0	3289.16	4455.57	3723.32	5399.85	5544.75	3966.05	4614.4	4211.0	7132.25	6145.15	6122.0	6953.05	6954.09	6035.0
K02479	K02479; two-component system, NarL family, response regulator	1060.5	1019.08	1334.33	1024.0	1025.5	1225.0	820.0799999999998	1054.08	2054.17	1180.83	1061.92	1052.74	1344.91	1398.25	1263.0	1726.33	1293.68	1130.67
K02480	K02480; two-component system, NarL family, sensor kinase [EC:2.7.13.3]	3688.17	2188.33	3348.21	3834.43	4515.72	4029.07	1931.1	1719.63	2938.61	2455.5	2319.62	2432.46	3353.41	4424.67	2470.58	2504.38	3394.58	2835.36
K02481	K02481; two-component system, NtrC family, response regulator	4709.07	3734.0	5466.76	5841.0	7312.47	6456.34	2734.67	2959.5	4262.87	3278.8	3441.5	3454.17	4819.33	6000.67	4510.67	4545.209999999999	4788.3600000000015	4418.440000000001
K02482	K02482; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	1597.6699999999996	1127.0000000000002	1962.33	1992.5	2479.17	1741.84	769.6700000000002	712.4999999999999	1465.21	1359.34	1177.4999999999998	951.17	1741.16	2090.51	1349.9900000000002	1557.64	1797.64	1361.1
K02483	K02483; two-component system, OmpR family, response regulator	53657.17999999999	50287.32000000001	62922.41999999999	63580.51	68790.24	65597.74	33249.93	39986.460000000014	52858.55	40850.58	44820.24	43679.35000000001	55100.91	65271.23	52639.4	58275.86	59189.22	53245.26
K02484	K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	19005.74	22838.5	21455.02	23082.49	20679.8	21731.54	12382.01	17339.3	23955.96	16318.1	16621.2	16008.34	24703.32	26042.04	20851.66	25397.1	25604.04	20568.5
K02485	rssB, hnr; two-component system, response regulator	884.12	680.5000000000001	920.73	844.75	1068.07	1200.0500000000004	651.0699999999998	702.3	1060.69	1054.65	1040.12	985.83	898.3299999999998	1221.37	1221.33	1426.75	1243.76	928.72
K02487	pilL; type IV pili sensor histidine kinase and response regulator	49.0	11.0	26.75	44.1	205.25	50.0	19.5	192.0	2.5	153.33	87.25	136.5	24.75	4.0	85.25	39.0	96.75	58.25
K02488	pleD; two-component system, cell cycle response regulator [EC:2.7.7.65]	3056.17	2623.83	3656.33	3739.0	4183.67	4129.22	2328.5	2612.33	2698.34	2295.3100000000004	2975.67	2814.16	2700.83	3734.67	2906.83	3156.48	3267.16	2841.67
K02490	spo0F; two-component system, response regulator, stage 0 sporulation protein F	313.0	292.0	326.8	712.8	333.3	336.62	705.3700000000001	471.6	477.4	435.64	271.0	838.3	243.0	276.0	255.0	185.6	204.0	157.0
K02491	kinA; two-component system, sporulation sensor kinase A [EC:2.7.13.3]	215.0	185.0	287.8	128.0	104.8	345.62	458.6	291.8	361.4	297.64	191.0	699.8	77.0	39.0	184.0	81.6	112.0	128.0
K02492	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]	12681.95	13952.66	14866.7	14765.9	14624.28	14583.92	10759.02	13518.98	15353.04	11714.54	12352.570000000003	13363.46	16805.489999999998	17683.29	15765.25	15715.069999999998	16347.93	15308.570000000003
K02493	hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]	20439.7	24978.910000000003	26243.37	24820.9	22399.94	23504.84	17015.019999999997	22185.98	24887.960000000006	18445.62	20518.82	21033.210000000006	26898.070000000003	27607.79	25248.75	27196.82	26906.03	24923.240000000005
K02494	lolB; outer membrane lipoprotein LolB	6870.37	4930.5	6756.31	7444.93	9382.32	8166.89	3936.07	4280.8	5614.56	4931.48	5255.9	5265.67	6616.08	8149.87	6397.58	6260.55	7058.01	6655.410000000002
K02495	hemN, hemZ; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	25779.07	25910.49	32126.89	30793.58	32400.400000000005	30868.21	21344.29	25755.41	29641.0	22885.99	24983.140000000007	26755.42	30199.980000000003	33599.16	29857.000000000004	30444.129999999994	31444.620000000006	29379.150000000016
K02496	hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	6321.87	4399.5	6281.31	6922.6	9065.32	7588.89	3203.07	3679.8	5095.3600000000015	4396.98	4569.4	4476.67	6025.08	7468.37	5418.08	5606.05	6359.01	5720.64
K02497	hemX; HemX protein	224.0	207.0	252.8	633.8	108.3	247.62	589.3700000000001	437.6	377.4	386.64	191.0	751.3	105.0	48.0	157.0	128.6	112.0	125.0
K02498	hemY; HemY protein	9277.37	7188.0	9990.31	10261.93	12460.32	11036.39	5809.57	6413.3	7437.06	6535.48	7568.4000000000015	7527.17	8333.58	10375.87	8556.08	8718.549999999997	9407.01	8898.410000000002
K02499	yabN; tetrapyrrole methylase family protein / MazG family protein	1793.33	2079.83	1491.72	2116.4700000000007	1644.13	2298.95	2129.37	2229.6	1884.4	1819.81	1636.5	2634.3	1973.58	1657.17	2236.0	1910.11	1716.16	1918.66
K02500	hisF; cyclase [EC:4.1.3.-]	15269.45	16395.16	18589.7	18043.9	18456.28	17868.42	12635.52	15768.48	17170.04	13418.04	14852.570000000003	15686.96	18583.99	19934.79	18056.75	18366.57	18897.93	17827.570000000003
K02501	hisH; glutamine amidotransferase [EC:2.4.2.-]	15328.45	16434.16	18637.7	18072.9	18481.28	17929.42	12705.52	15790.48	17220.04	13473.04	14916.570000000003	15753.96	18599.99	19954.79	18122.75	18417.57	18916.93	17870.570000000003
K02502	hisZ; ATP phosphoribosyltransferase regulatory subunit	9625.12	8050.16	10739.26	11101.15	12953.62	12109.12	7384.54	7614.93	8420.880000000001	7264.71	8214.62	9137.63	9350.33	11207.67	9231.25	9314.249999999998	10578.68	9047.160000000002
K02503	HINT1, hinT, hit; histidine triad (HIT) family protein	17046.2	20297.490000000005	19878.120000000006	20542.75	20191.2	20079.0	14633.35	18408.98	19564.66	15069.35	16932.27	17572.630000000005	22467.410000000003	23664.79	21310.17	21292.54	21903.68	20330.340000000004
K02504	hofB; protein transport protein HofB	0.0	0.0	0.6	0.0	0.5	0.3	29.4	0.8	0.0	1.83	1.2	6.5	0.0	1.2	0.0	0.4	0.0	0.0
K02505	hofC; protein transport protein HofC	0.0	0.0	0.6	0.0	0.5	0.3	29.4	0.8	0.0	1.83	1.2	6.5	0.0	1.2	0.0	0.4	0.0	0.0
K02506	hofD, hopD; leader peptidase HopD [EC:3.4.23.43]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02507	hofQ; protein transport protein HofQ	0.0	0.0	0.6	0.0	0.5	0.3	29.4	0.8	0.0	1.83	1.2	6.5	0.0	1.2	0.0	0.4	0.0	0.0
K02508	hpaA; AraC family transcriptional regulator, 4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein	5.0	0.0	5.35	8.1	30.75	5.3	6.9	51.3	2.5	10.33	24.65	15.0	1.75	5.2	19.25	3.2	27.75	15.25
K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]	2164.25	1612.75	1924.35	2038.43	2497.25	1917.55	1064.9	1886.8	1496.25	1392.58	1930.4	1645.25	1873.0	2223.2	1879.75	2116.45	2298.5	2190.25
K02510	hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]	9718.08	8829.75	11163.52	10913.93	12492.74	10837.55	6144.0	8280.3	7402.34	6754.58	8652.9	8359.58	8794.66	10090.37	9207.92	9613.95	11004.16	9645.05
K02511	hpaX; MFS transporter, ACS family, 4-hydroxyphenylacetate permease	0.0	0.0	0.6	0.0	0.5	0.3	0.4	0.8	0.0	1.83	1.2	6.5	0.0	1.2	0.0	0.4	0.0	0.0
K02517	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]	20414.77	18942.41	23136.16	23185.870000000006	25714.200000000004	23716.64	13585.16	17495.05	20696.420000000006	16662.2	17736.85	17345.26	22719.410000000003	25643.96	21490.0	22268.41	23312.12	22014.050000000007
K02518	infA; translation initiation factor IF-1	20296.62	20702.16	24214.53	23883.23	26164.950000000004	24271.09	15762.19	18702.480000000003	21421.78	17167.71	18454.07	18973.63	23888.990000000005	26680.959999999995	22929.58	23475.219999999994	24459.42	22368.28000000001
K02519	infB, MTIF2; translation initiation factor IF-2	15260.45	16070.16	18429.7	17952.9	18094.61	17854.42	12731.52	15712.48	17174.04	13420.04	14757.570000000003	15759.96	18474.99	20055.79	18070.75	18132.57	18967.93	17710.070000000003
K02520	infC, MTIF3; translation initiation factor IF-3	15517.45	16621.160000000003	18940.7	18788.9	18518.78	18134.97	13008.29	16026.48	17476.04	13707.68	15033.240000000002	16044.12	18798.32	20340.79	18307.75	18637.57	19117.6	17897.570000000003
K02521	ilvY; LysR family transcriptional regulator, positive regulator for ilvC	28.7	7.0	8.65	10.1	34.15	45.3	59.4	97.3	59.1	26.73	24.65	38.0	50.75	6.7	24.25	87.64999999999998	90.85	66.05
K02523	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]	11418.2	9483.83	13472.98	12723.1	15289.15	13692.72	7866.07	9740.3	10948.89	9243.65	9666.4	9980.17	11417.41	13530.54	11749.75	11497.889999999998	11979.17	12035.070000000003
K02525	kdgR; LacI family transcriptional regulator, kdg operon repressor	16.5	23.0	9.0	515.33	11.0	40.44	73.88	185.0	28.7	225.22	4.0	83.0	23.0	12.0	30.0	25.0	15.0	3.77
K02526	kdgT; 2-keto-3-deoxygluconate permease	43.0	138.0	38.6	621.66	61.5	100.3	246.5	231.8	81.2	160.64	114.2	116.0	67.0	44.2	50.0	70.4	47.0	63.6
K02527	kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	10578.87	8530.5	12651.81	11773.43	14522.32	12340.89	7181.07	8825.3	10525.89	8557.48	9036.4	9318.67	10733.08	13218.37	11089.25	10670.88	11197.51	11395.41
K02528	ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	15360.45	16491.16	18768.7	18192.9	18354.28	17958.42	12848.52	15771.48	17331.04	13502.04	14871.570000000003	15812.96	18687.99	20219.79	18220.75	18434.57	19037.93	17834.570000000003
K02529	lacI, galR; LacI family transcriptional regulator	66339.58	76722.0	82278.34	87516.24	80094.23	79914.59	43775.18	60254.9	76207.66	58679.02	59418.8	61999.78000000001	78139.69	84535.18000000001	67631.63	78458.73999999999	84782.81999999999	68330.1
K02530	lacR; DeoR family transcriptional regulator, lactose phosphotransferase system repressor	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
K02532	lacY; MFS transporter, OHS family, lactose permease	17.0	133.0	0.6	43.0	10.5	34.3	29.4	32.8	27.0	195.49	45.2	25.5	19.0	17.2	6.0	20.4	22.0	39.0
K02533	lasT; tRNA/rRNA methyltransferase [EC:2.1.1.-]	9253.92	7360.33	10469.01	10668.68	13088.92	11115.64	6606.4	6828.13	7973.88	6808.5	8121.8200000000015	8314.16	9359.07	11340.71	9022.74	9166.669999999998	10438.23	8915.69
K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	9715.37	7646.33	10575.31	10771.93	13225.32	11502.22	7346.4	7514.63	8707.89	7196.98	8870.07	9223.66	9714.91	11966.37	10010.25	9830.709999999995	10877.18	9816.910000000002
K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	10978.87	9038.33	14767.31	12383.93	15481.32	12748.22	8362.9	10854.13	12797.89	9634.98	10107.57	10629.16	12300.91	14872.87	12150.25	11641.709999999995	12841.18	12536.41
K02548	menA; 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]	4395.08	6670.41	6432.37	5634.97	4562.76	4939.73	5266.43	6846.530000000002	6709.55	5306.39	5456.62	5976.84	8067.91	7733.37	7199.5	6791.190000000001	7407.58	6682.16
K02549	menC; O-succinylbenzoate synthase [EC:4.2.1.113]	3832.75	7998.08	5446.9	5436.8	3629.13	4412.28	3838.33	5134.23	4366.15	3546.08	4670.62	4708.54	6862.58	6015.7	5911.5	6319.58	6721.92	5512.5
K02550	glcA; glycolate permease	8.5	8.5	5.35	317.6	175.25	16.3	6.9	55.3	2.5	14.5	35.65	12.0	29.25	10.7	25.25	3.2	53.75	30.75
K02551	menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	3462.25	5899.91	5843.9	4669.47	3840.13	3853.11	4522.5	6110.730000000001	5804.82	4124.75	4692.62	5214.21	6969.75	6928.2	6108.17	5789.25	6629.92	5729.0
K02552	menF; menaquinone-specific isochorismate synthase [EC:5.4.4.2]	1712.25	3187.91	2732.4	2277.9700000000007	1487.63	1957.61	2069.5	2458.73	2158.82	1755.25	2300.12	2561.71	2712.75	2227.2	2734.17	2436.75	2302.92	2576.5
K02553	rraA, menG; regulator of ribonuclease activity A	4421.67	3289.75	4156.81	4810.85	6495.72	5562.290000000001	2644.17	3156.6	3859.36	3450.58	3371.4	3236.72	4758.33	5842.87	4306.58	4088.7	4568.66	4309.8600000000015
K02554	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]	3902.5	5325.0	6621.27	5202.33	4404.0	4620.8	2602.4	3520.3	3627.7	2943.5	3751.2	3228.5	4397.5	3807.7	4367.5	4561.4	4777.0	4859.940000000001
K02556	motA; chemotaxis protein MotA	13454.52	10966.0	14658.77	17302.91	18559.97	17574.519999999997	9307.71	10189.0	11894.48	10187.97	10812.499999999998	12540.77	13111.74	16271.07	12869.0	12469.48	13946.8	13044.35
K02557	motB; chemotaxis protein MotB	17292.020000000004	14787.49	21335.02	21049.92	23194.47	22090.01	12754.72	15837.500000000002	17595.160000000003	14747.48	14493.999999999998	16028.28	17383.0	20999.07	17690.340000000004	16748.660000000003	18230.800000000007	18219.85
K02558	mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]	8569.37	6538.83	9622.31	9170.6	11614.32	10161.22	5448.74	6791.3	8518.23	7210.15	6878.9000000000015	7011.34	8941.75	10893.87	8762.75	8419.22	9032.01	9141.410000000002
K02560	lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]	0.0	0.0	5.6	0.0	0.5	0.3	34.4	3.8	0.0	1.83	9.2	6.5	0.0	1.2	0.0	22.4	0.0	0.0
K02562	mtlR; mannitol operon repressor	0.0	0.0	0.6	0.0	0.5	0.3	29.4	0.8	0.0	1.83	1.2	6.5	0.0	1.2	0.0	0.4	0.0	0.0
K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	15447.45	16658.160000000003	18821.300000000007	18270.9	18409.550000000007	18194.22	12932.72	15917.079999999998	17486.510000000002	13744.04	15058.570000000003	15953.56	18829.99	20325.79	18392.08	18584.44	19130.93	18015.570000000003
K02564	nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]	2028.2	2271.08	3117.95	2185.8	1153.0300000000002	1686.75	1956.85	2440.98	4243.33	2691.87	1815.62	2777.54	2190.33	1955.95	2151.67	2798.86	1747.11	1865.8
K02565	nagC; N-acetylglucosamine repressor	0.0	0.0	0.6	2.0	0.5	2.8	34.4	7.3	1.33	6.33	3.7	6.5	0.0	6.7	1.67	2.73	5.5	3.0
K02566	nagD; NagD protein	3511.08	6216.0	3956.44	4324.0	2733.16	3763.55	3033.98	4672.55	5126.41	3596.08	3981.7	3762.83	6184.66	5516.62	5293.0	5977.82	5735.75	4727.66
K02567	napA; periplasmic nitrate reductase NapA [EC:1.7.99.-]	1206.17	1230.0	1885.68	1701.1	2241.42	1748.97	915.57	957.3	1449.04	1106.17	1323.45	1202.67	1435.75	1943.87	1570.58	1395.0499999999995	1602.7399999999998	1475.02
K02568	napB; cytochrome c-type protein NapB	1206.17	1230.0	1885.68	1701.1	2241.42	1748.97	915.57	957.3	1449.04	1106.17	1323.45	1202.67	1435.75	1943.87	1570.58	1395.0499999999995	1602.7399999999998	1475.02
